idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
258,"[258] H. H. Sønsteby, J. E. Bratvold, K. Weibye, H. Fjellvåg, O. Nilsen, Chem. Mater. 2018, 30, 1095.",10.1021/acs.chemmater.7b05005,Phase Control in Thin Films of Layered Cuprates,Chemistry of Materials,2018,30,1095-1101,,50,accepted
259,"[259] K. Shen, J. Chang, R. K. Rai, C. Y. Wang, E. A. Stach, R. J. Gorte, J. M. Vohs, J. Phys. Chem. C 2023, 127, 15591.",10.1021/acs.jpcc.3c03240,Thermodynamic and Structural Properties of Bulk and Thin-Film CeVO<sub>4</sub> and LaVO<sub>4</sub>,The Journal of Physical Chemistry C,2023,127,15591-15599,,70,accepted
260,"[260] J. M. Gaskell, A. C. Jones, H. C. Aspinall, S. Taylor, P. Taechakumput, P. R. Chalker, P. N. Heys, R. Odedra, Appl. Phys. Lett. 2007, 91, 112912.",10.1063/1.2784956,Deposition of lanthanum zirconium oxide high-κ films by liquid injection atomic layer deposition,Applied Physics Letters,2007,91,,112912,70,accepted
261,"[261] D. Tsoutsou, L. Lamagna, S. N. Volkos, A. Molle, S. Baldovino, S. Schamm, P. E. Coulon, M. Fanciulli, Appl. Phys. Lett. 2009, 94, 053504.",10.1063/1.3075609,Atomic layer deposition of LaxZr1−xO2−δ (x=0.25) high-k dielectrics for advanced gate stacks,Applied Physics Letters,2009,94,,53504,70,accepted
262,"[262] K. B. Jinesh, W. F. A. Besling, E. Tois, J. H. Klootwijk, R. Wolters, W. Dekkers, M. Kaiser, F. Bakker, M. Tuominen, F. Roozeboom, Appl. Phys. Lett. 2008, 93, 062903.",10.1063/1.2971032,Spontaneous nanoclustering of ZrO2 in atomic layer deposited LayZr1−yOx thin films,Applied Physics Letters,2008,93,,62903,70,accepted
263,"[263] S. Abermann, C. Henkel, O. Bethge, E. Bertagnolli, ECS Meet. Abstr. 2008, MA2008-02, 1944.",10.1149/ma2008-02/25/1944,Atomic Layer Deposited Lanthanum-(Zirconate/Aluminate) Based High-K Dielectric Stacks For Future CMOS-Technology,ECS Meeting Abstracts,2008,MA2008-02,1944-1944,,40,accepted
264,"[264] M. Putkonen, A. Szeghalmi, E. Pippel, M. Knez, J. Mater. Chem. 2011, 21, 14461.",10.1039/c1jm11825k,Atomic layer deposition of metal fluorides through oxide chemistry,Journal of Materials Chemistry,2011,21,14461,,50,accepted
265,"[265] J. Päiväsaari, M. Putkonen, L. Niinistö, J. Mater. Chem. 2002, 12, 1828.",10.1039/b108333c,Cerium dioxide buffer layers at low temperature by atomic layer deposition,Journal of Materials Chemistry,2002,12,1828-1832,,45,accepted
266,"[266] P. Cop, E. Celik, K. Hess, Y. Moryson, P. Klement, M. T. Elm, B. M. Smarsly, ACS Appl. Nano Mater. 2020, 3, 10757.",10.1021/acsanm.0c02060,Atomic Layer Deposition of Nanometer-Sized CeO<sub>2</sub> Layers in Ordered Mesoporous ZrO<sub>2</sub> Films and Their Impact on the Ionic/Electronic Conductivity,ACS Applied Nano Materials,2020,3,10757-10766,,50,accepted
267,"[267] D. H. K. Jackson, M. M. Schwartz, C. Ngo, D. Facteau, S. Pylypenko, C. L. Marshall, A. A. Dameron, J Vac Sci Technol A 2019, 37, 020919.",10.1116/1.5078646,Hydrocarbon catalyzed-selective catalytic reduction catalysts using core-shell atomic layer deposited CeO2 and ZrO2,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2019,37,,20919,50,accepted
268,"[268] H. Hemmelmann, R. Ruess, P. Klement, J. Schörmann, S. Chatterjee, J. Sann, M. T. Elm, Adv. Mater. Interfaces 2023, 10, 2202268.",10.1002/admi.202202268,Correlation between Surface Reactions and Electrochemical Performance of Al<sub>2</sub>O<sub>3</sub>‐ and CeO<sub>2</sub>‐Coated NCM Thin Film Cathodes,Advanced Materials Interfaces,2023,10,,2202268,50,accepted
269,"[269] W.-H. Kim, M.-K. Kim, W. J. Maeng, J. Gatineau, V. Pallem, C. Dussarrat, A. Noori, D. Thompson, S. Chu, H. Kim, J. Electrochem. Soc. 2011, 158, G169.",10.1149/1.3594766,Growth Characteristics and Film Properties of Cerium Dioxide Prepared by Plasma-Enhanced Atomic Layer Deposition,Journal of The Electrochemical Society,2011,158,G169,,50,accepted
270,"[270] W. J. Maeng, I. K. Oh, W. H. Kim, M. K. Kim, C. W. Lee, C. Lansalot- Matras, D. Thompson, S. Chu, H. Kim, Appl. Surf. Sci. 2014, 321, 214.",10.1016/j.apsusc.2014.10.025,Atomic layer deposition of CeO2/HfO2 gate dielectrics on Ge substrate,Applied Surface Science,2014,321,214-218,,70,accepted
271,"[271] U. Kumar, C. Feit, S. N. Berriel, A. Arunachalam, T. S. Sakthivel, K. Basu, P. Banerjee, S. Seal, J Vac Sci Technol A 2021, 39, 060405.",10.1116/6.0001329,<i>In situ</i> ellipsometry aided rapid ALD process development and parameter space visualization of cerium oxide nanofilms,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2021,39,,60405,50,accepted
272,"[272] E. Gourba, A. Ringuedé, M. Cassir, A. Billard, J. Päiväsaari, J. Niinistö, M. Putkonen, L. Niinistö, Ionics 2003, 9, 15.",10.1007/bf02376531,Characterisation of thin films of ceria-based electrolytes for IntermediateTemperature — Solid oxide fuel cells (IT-SOFC),Ionics,2003,9,15-20,,55,accepted
273,"[273] K. Shen, S. Lee, O. Kwon, M. Fan, R. J. Gorte, J. M. Vohs, ACS Catal. 2023, 13, 11144.",10.1021/acscatal.3c02497,Effect of Perovskite-Fluorite Phase Transition on the Catalytic Activity of Pt/CeFeO<sub><i>x</i></sub>,ACS Catalysis,2023,13,11144-11152,,70,accepted
274,"[274] K. Shen,M. Fan, R. K. Rai, E. A. Stach, R. J. Gorte, J.M. Vohs, J. Solid State Chem. 2023, 323, 124055.",10.1016/j.jssc.2023.124055,Structure and redox properties of CeMnO3 thin films,Journal of Solid State Chemistry,2023,323,124055,124055,65,accepted
275,"[275] H. Kondo, H. Matsui, K. Furuta,M. Sakashita, S. Zaima, Jpn. J. Appl. Phys. 2010, 49, 04DA14.",10.1143/jjap.49.04da14,Formation of Pr Oxide Films by Atomic Layer Deposition Using Pr(EtCp)<sub>3</sub> Precursor,Japanese Journal of Applied Physics,2010,49,04DA14,,35,accepted
276,"[276] J. M. Gaskell, S. Przybylak, A. C. Jones, H. C. Aspinall, P. R. Chalker, K. Black, R. J. Potter, P. Taechakumput, S. Taylor, Chem.Mater. 2007, 19, 4796.",10.1021/cm0707556,Deposition of Pr- and Nd-aluminate by Liquid Injection MOCVD and ALD Using Single-Source Heterometallic Alkoxide Precursors,Chemistry of Materials,2007,19,4796-4803,,50,accepted
277,"[277] W. L. I. Waduge, Y. Chen, P. Zuo, N. Jayakodiarachchi, T. F. Kuech, S. E. Babcock, P. G. Evans, C. H. Winter, ACS Appl. Nano Mater. 2019, 2, 7449.",10.1021/acsanm.9b02153,Solid-Phase Epitaxy of Perovskite High Dielectric PrAlO<sub>3</sub> Films Grown by Atomic Layer Deposition for Use in Two-Dimensional Electronics and Memory Devices,ACS Applied Nano Materials,2019,2,7449-7458,,50,accepted
278,"[278] L. Khomenkova, H. Merabet, M. P. Chauvat, C. Frilay, X. Portier, C. Labbe, P. Marie, J. Cardin, S. Boudin, J.M. Rueff, F. Gourbilleau, Surf. Interfaces 2022, 34, 102377.",10.1016/j.surfin.2022.102377,Comprehensive investigation of Er2O3 thin films grown with different ALD approaches,Surfaces and Interfaces,2022,34,102377,102377,65,accepted
279,"[279] Y. Sun, Q. Wang, T. J. Park, T. E. Gage, Z. Zhang, X. Wang, D. Zhang, X. Sun, J. He, H. Zhou, D. G. Lim, C. Huang, H. Yu, X. Chen, H. Wang, J.Mei, E. Deguns, S. Ramanathan, ACS Appl. Electron. Mater. 2021, 3, 1719.",10.1021/acsaelm.1c00030,Electrochromic Properties of Perovskite NdNiO<sub>3</sub> Thin Films for Smart Windows,ACS Applied Electronic Materials,2021,3,1719-1731,,70,accepted
280,"[280] E. Rauwel, A. Galeckas, P. Rauwel, P. A. Hansen, D. Wragg, O. Nilsen, H. Fjellvåg, Mater. Res. Express 2016, 3, 055010.",10.1088/2053-1591/3/5/055010,Metal oxide nanoparticles embedded in rare-earth matrix for low temperature thermal imaging applications,Materials Research Express,2016,3,55010,,50,accepted
281,"[281] E. Rauwel, A. Galeckas, P. Rauwel, P.-A. Hansen, D. Wragg, O. Nilsen, H. Fjellvåg, ECS Meet. Abstr. 2014, MA2014-02, 1599.",10.1149/ma2014-02/30/1599,ALD Applied to Conformal Rare-Earth Coating of ZnO Nanoparticles for Low Temperature Thermal Imaging Applications,ECS Meeting Abstracts,2014,MA2014-02,1599-1599,,40,accepted
282,"[282] P. A. Hansen, C. S. Granerød, Ø. Prytz, O. Nilsen, J. Lumin. 2019, 215, 116618.",10.1016/j.jlumin.2019.116618,Controlling luminescence and quenching mechanisms in subnanometer multilayer structure of europium titanium oxide thin films,Journal of Luminescence,2019,215,116618,116618,65,accepted
283,"[283] P. A. Hansen, T. G. Finstad, O. Nilsen, Chem. Vap. Depos. 2014, 20, 274.",10.1002/cvde.201407113,Luminescent Properties of Multilayered Eu<sub>2</sub>O<sub>3</sub> and TiO<sub>2</sub> Grown by Atomic Layer Deposition**,Chemical Vapor Deposition,2014,20,274-281,,50,accepted
284,"[284] A. Ferrier, N. Harada, M. Scarafagio, E. Briand, J. J. Ganem, I. Vickridge, A. Seyeux, P. Marcus, D. Serrano, P. Goldner, A. Tallaire, J. Phys. Chem. C 2020, 124, 19725.",10.1021/acs.jpcc.0c04019,Harnessing Atomic Layer Deposition and Diffusion to Spatially Localize Rare-Earth Ion Emitters,The Journal of Physical Chemistry C,2020,124,19725-19735,,70,accepted
285,"[285] P. A. Hansen, H. Fjellvåg, T. G. Finstad, O. Nilsen, RSC Adv. 2014, 4, 11876.",10.1039/c3ra47469k,Luminescence properties of europium titanate thin films grown by atomic layer deposition,RSC Adv.,2014,4,11876-11883,,50,accepted
286,"[286] M. N. Getz, P. A. Hansen, H. Fjellvåg, O. Nilsen, RSC Adv. 2017, 7, 8051.",10.1039/c6ra27644j,Luminescent properties of europium titanium phosphate thin films deposited by atomic layer deposition,RSC Advances,2017,7,8051-8059,,70,accepted
287,"[287] H. Kim, H. J. Yun, B. J. Choi, RSC Adv. 2018, 8, 42390.",10.1039/c8ra09708a,Characteristics of atomic layer deposited Gd<sub>2</sub>O<sub>3</sub> on n-GaN with an AlN layer,RSC Advances,2018,8,42390-42397,,70,accepted
288,"[288] H. J. Yun, S. Y. Ryu, H. Y. Lee,W. Y. Park, S. G. Kim, B. J. Choi, Ceram. Int. 2021, 47, 16597.",10.1016/j.ceramint.2021.02.231,Multilevel operation of GdOx-based resistive switching memory device fabricated by post-deposition annealing,Ceramics International,2021,47,16597-16602,,50,accepted
289,"[289] A. P. Milanov, R. A. Fischer, A. Devi, Inorg. Chem. 2008, 47, 11405.",10.1021/ic801432b,"Synthesis, Characterization, and Thermal Properties of Homoleptic Rare-Earth Guanidinates: Promising Precursors for MOCVD and ALD of Rare-Earth Oxide Thin Films",Inorganic Chemistry,2008,47,11405-11416,,50,accepted
290,"[290] R. Ranjith, A. Laha, E. Bugiel, H. J. Osten, K. Xu, A. P. Milanov, A. Devi, Semicond. Sci. Technol. 2010, 25, 105001.",10.1088/0268-1242/25/10/105001,Downscaling of defect-passivated Gd<sub>2</sub>O<sub>3</sub>thin films on p-Si(0 0 1) wafers grown by H<sub>2</sub>O-assisted atomic layer deposition,Semiconductor Science and Technology,2010,25,105001,,50,accepted
291,"[291] S. Dueñas, H. Castán, H. García, A. Gómez, L. Bailón, K. Kukli, T. Hatanpää, J. Lu, M. Ritala, M. Leskelä, J. Electrochem. Soc. 2007, 154, G207.",10.1149/1.2761845,Electrical Properties of Atomic-Layer-Deposited Thin Gadolinium Oxide High-k Gate Dielectrics,Journal of The Electrochemical Society,2007,154,G207,,40,accepted
292,"[292] H. García, S. Dueñas, H. Castán, A. Gómez, L. Bailón, R. Barquero, K. Kukli, M. Ritala, M. Leskelä, J. Vac. Sci. Technol. B Microelectron. Nanometer Struct. 2009, 27, 416.",10.1017/s0960129509007543,Boolean and classical restriction categories,Mathematical Structures in Computer Science,2009,19,357-416,,30,low_confidence
293,"[293] S. A. Vitale, P. W. Wyatt, C. J. Hodson, J. Vac. Sci. Technol. Vac. Surf. Films 2012, 30, 01A130.",10.1116/1.4737150,"Proton irradiation energy dependence of dc and rf characteristics on InAlN/GaN high electron mobility transistors [J. Vac. Sci. Technol. B 30, 041206 (2012)]","Journal of Vacuum Science &amp; Technology B, Nanotechnology and Microelectronics: Materials, Processing, Measurement, and Phenomena",2012,30,,43401,25,low_confidence
294,"[294] J. H. Han, A. Delabie, A. Franquet, T. Conard, S. Van Elshocht, C. Adelmann, Chem. Vap. Depos. 2015, 21, 352.",10.1002/cvde.201507196,Ozone‐Based Atomic Layer Deposition of Gd<sub>2</sub>O<sub>3</sub> from Tris(isopropyl‐cyclopentadienyl)gadolinium: Growth Characteristics and Surface Chemistry,Chemical Vapor Deposition,2015,21,352-359,,50,accepted
295,"[295] C. Adelmann, D. Pierreux, J. Swerts, D. Dewulf, A. Hardy, H. Tielens, A. Franquet, B. Brijs, A. Moussa, T. Conard, M. K. Van Bael, J. W. Maes, M. Jurczak, J. A. Kittl, S. Van Elshocht, Chem. Vap. Depos. 2010, 16, 170.",10.1002/cvde.200906833,"Atomic Layer Deposition of Gadolinium Aluminate using Gd(<sup><i>i</i></sup>PrCp)<sub>3</sub>, TMA, and O<sub>3</sub> or H<sub>2</sub>O",Chemical Vapor Deposition,2010,16,170-178,,50,accepted
296,"[296] I. Jõgi, A. Tamm, K. Kukli, M. Kemell, J. Lu, T. Sajavaara, M. Ritala, M. Leskelä, J. Electrochem. Soc. 2010, 157, G202.",10.1149/1.3478117,Investigation of ZrO[sub 2]–Gd[sub 2]O[sub 3] Based High-k Materials as Capacitor Dielectrics,Journal of The Electrochemical Society,2010,157,G202,,50,accepted
297,"[297] P. Myllymäki, M. Roeckerath, M. Putkonen, S. Lenk, J. Schubert, L. Niinistö, S. Mantl, Appl. Phys. A: Mater. Sci. Process. 2007, 88, 633.",10.1007/s00339-007-4069-7,Characterization and electrical properties of high-k GdScO3 thin films grown by atomic layer deposition,Applied Physics A,2007,88,633-637,,50,accepted
298,"[298] C. Bohr, P. Yu, M. Scigaj, C. Hegemann, T. Fischer, M. Coll, S. Mathur, Thin Solid Films 2020, 698, 137848.",10.1016/j.tsf.2020.137848,Atomic scale growth of GdFeO3 perovskite thin films,Thin Solid Films,2020,698,137848,137848,85,accepted
299,"[299] Y. Yang, N. Li, J. Sun, Opt. Express 2018, 26, 9344.",10.1364/oe.26.009344,Intense electroluminescence from Al<sub>2</sub>O<sub>3</sub>/Tb<sub>2</sub>O<sub>3</sub>nanolaminate films fabricated by atomic layer deposition on silicon,Optics Express,2018,26,9344,,50,accepted
300,"[300] E. Cianci, A. Lamperti, G. Congedo, S. Spiga, ECS J. Solid State Sci. Technol. 2012, 1, P5.",10.1149/2.011201jss,Structural and Electrical Properties of Terbium Scandate Films Deposited by Atomic Layer Deposition and High Temperature Annealing Effects,ECS Journal of Solid State Science and Technology,2012,1,P5-P10,,35,accepted
301,"[301] I. K. Oh, K. Kim, Z. Lee, K. Y. Ko, C. W. Lee, S. J. Lee, J. M. Myung, C. Lansalot-Matras, W. Noh, C. Dussarrat, H. Kim, H. B. R. Lee, Chem. Mater. 2015, 27, 148.",10.1021/acs.chemmater.5b01226,Nucleation and Growth of the HfO<sub>2</sub> Dielectric Layer for Graphene-Based Devices,Chemistry of Materials,2015,27,5868-5877,,35,accepted
302,"[302] T. T. Van, J. P. Chang, Appl. Surf. Sci. 2005, 246, 250.",10.1016/j.apsusc.2004.11.025,Surface reaction kinetics of metal β-diketonate precursors with O radicals in radical-enhanced atomic layer deposition of metal oxides,Applied Surface Science,2005,246,250-261,,70,accepted
303,"[303] R. Xu, C. G. Takoudis, ECS J. Solid State Sci. Technol. 2012, 1, N107.",10.1149/2.013206jss,Atomic Layer Deposition and Characterization of Amorphous Er<sub>x</sub>Ti<sub>1-x</sub>O<sub>y</sub>Dielectric Ultra-Thin Films,ECS Journal of Solid State Science and Technology,2012,1,N107-N114,,50,accepted
304,"[304] C. L. Dezelah, P. Myllymäki, J. Päiväsaari, K. Arstila, L. Niinistö, C. H. Winter, J. Mater. Chem. 2007, 17, 1308.",10.1039/b616443a,The growth of Er<sub>x</sub>Ga<sub>2−x</sub>O<sub>3</sub>films by atomic layer deposition from two different precursor systems,J. Mater. Chem.,2007,17,1308-1315,,65,accepted
305,"[305] S. Vangelista, A. Lamperti, C. Wiemer, M. Fanciulli, R. Mantovan, Thin Solid Films 2016, 604, 18.",10.1016/j.tsf.2016.03.018,Atomic Layer Deposition of hexagonal ErFeO3 thin films on SiO2/Si,Thin Solid Films,2016,604,18-22,,55,accepted
306,"[306] Y. Liu, Z. Ouyang, J. Liu, L. Yang, Y. Yang, J. Sun, J. Phys. Appl. Phys. 2020, 53, 215104.",10.1088/1361-6463/ab7a5a,Control of interaction between Tm<sub>2</sub>O<sub>3</sub> layers in electroluminescent Al<sub>2</sub>O<sub>3</sub>/ Tm<sub>2</sub>O<sub>3</sub> nanolaminate films fabricated by atomic layer deposition,Journal of Physics D: Applied Physics,2020,53,215104,,50,accepted
307,"[307] Y. Liu, Z. Ouyang, L. Yang, Y. Yang, J. Sun, Nanomaterials 2019, 9, 413.",10.3390/nano9030413,Blue Electroluminescent Al2O3/Tm2O3 Nanolaminate Films Fabricated by Atomic Layer Deposition on Silicon,Nanomaterials,2019,9,413,,70,accepted
308,"[308] R. E. Agbenyeke, E. A. Jung, B. K. Park, T. M. Chung, C. G. Kim, J. H. Han, Appl. Surf. Sci. 2017, 419, 758.",10.1016/j.apsusc.2017.05.066,"Thermal atomic layer deposition of In2O3 thin films using dimethyl(N-ethoxy-2,2-dimethylcarboxylicpropanamide)indium and H2O",Applied Surface Science,2017,419,758-763,,70,accepted
309,"[309] M. Bosund, K. Mizohata, T. Hakkarainen, M. Putkonen, M. Söderlund, S. Honkanen, H. Lipsanen, Appl. Surf. Sci. 2009, 256, 847.",10.1016/j.apsusc.2009.08.073,Atomic layer deposition of ytterbium oxide using -diketonate and ozone precursors,Applied Surface Science,2009,256,847-851,,70,accepted
310,"[310] M. Getz, P. A. Hansen, M. A. K. Ahmed, H. Fjellvåg, O. Nilsen, Dalton Trans. 2017, 46, 3008.",10.1039/c7dt00253j,Luminescent YbVO<sub>4</sub> by atomic layer deposition,Dalton Transactions,2017,46,3008-3013,,70,accepted
311,"[311] G. Scarel, E. Bonera, C. Wiemer, G. Tallarida, S. Spiga, M. Fanciulli, I. L. Fedushkin, H. Schumann, Y. u. Lebedinskii, A. Zenkevich, Appl. Phys. Lett. 2004, 85, 630.",10.1063/1.1773360,Atomic-layer deposition of Lu2O3,Applied Physics Letters,2004,85,630-632,,70,accepted
312,"[312] E. Bonera, G. Scarel, M. Fanciulli, P. Delugas, V. Fiorentini, Phys. Rev. Lett. 2005, 94, 027602.",10.1103/physrevlett.94.027602,"Dielectric Properties of High-<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>κ</mml:mi></mml:math>Oxides: Theory and Experiment for<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">L</mml:mi><mml:mi mathvariant=""normal"">u</mml:mi></mml:mrow><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math>",Physical Review Letters,2005,94,,27602,50,accepted
313,"[313] C. Adelmann, J. Swerts, T. Conard, B. Brijs, A. Franquet, A. Hardy, H. Tielens, K. Opsomer, A. Moussa, M. K. Van Bael, M. Jurczak, J. A. Kittl, S. Van Elshocht, ECS Trans. 2011, 34, 473.",10.1149/1.3567622,Atomic-Layer Deposition of Lutetium Aluminate Thin Films for Non-Volatile Memory Applications,ECS Transactions,2011,34,473-478,,70,accepted
314,"[314] J. L. T. M. Moret, M. B. E. Griffiths, J. E. B. M. Frijns, B. E. Terpstra, H. T.Wolterbeek, S. T. Barry, A. G. Denkova, J. R. van Ommen, J Vac Sci Technol A 2020, 38, 022414.",10.1116/1.5134446,Lutetium coating of nanoparticles by atomic layer deposition,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2020,38,,22414,50,accepted
315,"[315] G. Scarel, C. Wiemer, G. Tallarida, S. Spiga, G. Seguini, E. Bonera, M. Fanciulli, Y. Lebedinskii, A. Zenkevich, G. Pavia, I. L. Fedushkin, G. K. Fukin, G. A. Domrachev, J. Electrochem. Soc. 2006, 153, F271.",10.1149/1.2347109,Atomic Layer Deposition of Lu Silicate Films Using [(Me[sub 3]Si)[sub 2]N][sub 3]Lu,Journal of The Electrochemical Society,2006,153,F271,,50,accepted
316,"[316] Z. Ma, Z. Yu, X. Guo, Y. Yang, J. Sun, ACS Appl. Nano Mater. 2023, 6, 12312.",10.1021/acsanm.3c01988,Atomic Layer Deposition and Electroluminescence of Er-Doped Polycrystalline Lu<sub>3</sub>Ga<sub>5</sub>O<sub>12</sub> Nanofilms for Silicon-Based Optoelectronics,ACS Applied Nano Materials,2023,6,12312-12321,,50,accepted
317,"[317] Z. Giedraityte, L. S. Johansson, M. Karppinen, RSC Adv. 2016, 6, 103412.",10.1039/c6ra24175a,ALD/MLD fabrication of luminescent Eu-organic hybrid thin films using different aromatic carboxylic acid components with N and O donors,RSC Advances,2016,6,103412-103417,,70,accepted
318,"[318] A. Ghazy, M. Lastusaari, M. Karppinen, Chem. Mater. 2023, 35, 5988.",10.1021/acs.chemmater.3c00955,Excitation Wavelength Engineering through Organic Linker Choice in Luminescent Atomic/Molecular Layer Deposited Lanthanide–Organic Thin Films,Chemistry of Materials,2023,35,5988-5995,,50,accepted
319,"[319] M. Safdar, A. Ghazy, M. Tuomisto, M. Lastusaari, M. Karppinen, J. Mater. Sci. 2021, 56, 12634.",10.1007/s10853-021-06094-8,Effect of carbon backbone on luminescence properties of Eu-organic hybrid thin films prepared by ALD/MLD,Journal of Materials Science,2021,56,12634-12642,,50,accepted
320,"[320] A. Ghazy, M. Lastusaari, M. Karppinen, J. Mater. Chem. C 2023, 11, 5331.",10.1039/d3tc00464c,White-light emitting multi-lanthanide terephthalate thin films by atomic/molecular layer deposition,Journal of Materials Chemistry C,2023,11,5331-5336,,70,accepted
321,"[321] Z. Giedraityte,M. Tuomisto, M. Lastusaari, M. Karppinen, ACS Appl. Mater. Interfaces 2018, 10, 8845.",10.1021/acsami.7b19303,"Three- and Two-Photon NIR-to-Vis (Yb,Er) Upconversion from ALD/MLD-Fabricated Molecular Hybrid Thin Films",ACS Applied Materials &amp; Interfaces,2018,10,8845-8852,,50,accepted
322,"[322] M. Tuomisto, Z. Giedraityte, L. Mai, A. Devi, V. Boiko, K. Grzeszkiewicz, D. Hreniak, M. Karppinen, M. Lastusaari, J. Lumin. 2019, 213, 310.",10.1016/j.jlumin.2019.05.028,"Up-converting ALD/MLD thin films with Yb3+, Er3+ in amorphous organic framework",Journal of Luminescence,2019,213,310-315,,50,accepted
323,"[323] Y. Yang, L. Chen, F. Jiang, M. Yu, X.Wan, B. Zhang,M.Hong, J. Mater. Chem. C 2017, 5, 1981.",10.1039/c6tc05316e,A family of doped lanthanide metal–organic frameworks for wide-range temperature sensing and tunable white light emission,Journal of Materials Chemistry C,2017,5,1981-1989,,70,accepted
324,"[324] A. De Bettencourt-Dias, Luminescence of Lanthanide Ions in Coordination Compounds and Nanomaterials, JohnWiley&Sons Ltd, Chichester, United Kingdom, 2014.",10.1038/nrm3819,Polo-like kinases: structural variations lead to multiple functions,Nature Reviews Molecular Cell Biology,2014,15,433-452,,20,low_confidence
325,"[325] J. Penttinen, M. Nisula, M. Karppinen, Chemistry 2017, 23, 18225.",10.1002/chem.201703704,Atomic/Molecular Layer Deposition of s‐Block Metal Carboxylate Coordination Network Thin Films,Chemistry – A European Journal,2017,23,18225-18231,,70,accepted
326,"[326] A. Ghazy, M. Safdar, M. Lastusaari, M. Karppinen, Chem. Commun. 2020, 56, 241.",10.1039/c9cc08904g,Amorphous-to-crystalline transition and photoluminescence switching in guest-absorbing metal–organic network thin films,Chemical Communications,2020,56,241-244,,70,accepted
327,"[327] P. A. Hansen, J. Svendsen, H. Nesteng, O. Nilsen, RSC Adv. 2022, 12, 18063.",10.1039/d2ra03360g,Aromatic sensitizers in luminescent hybrid films,RSC Advances,2022,12,18063-18071,,70,accepted
328,"[328] R. M. Silva, L. D. Carlos, J. Rocha, R. F. Silva, Appl. Surf. Sci. 2020, 527, 146603.",10.1016/j.apsusc.2020.146603,Luminescent thin films of Eu-bearing UiO-66 metal organic framework prepared by ALD/MLD,Applied Surface Science,2020,527,146603,146603,85,accepted
329,"[329] K. H. Goh, A. S. M. A. Haseeb, Y. H. Wong, Mater. Sci. Semicond. Process. 2017, 68, 302.",10.1016/j.mssp.2017.06.037,Lanthanide rare earth oxide thin film as an alternative gate oxide,Materials Science in Semiconductor Processing,2017,68,302-315,,70,accepted
330,"[330] J. Robertson, R. M. Wallace, Mater Sci Eng R Rep 2015, 88, 1.",10.1016/j.mser.2014.11.001,High-K materials and metal gates for CMOS applications,Materials Science and Engineering: R: Reports,2015,88,Jan-41,,55,accepted
331,"[331] J. Robertson, J Vac Sci Technol B Microelectron Nanometer Struct Process Meas Phenom 2000, 18, 1785.",10.1116/1.591472,Band offsets of wide-band-gap oxides and implications for future electronic devices,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena",2000,18,1785-1791,,45,accepted
332,"[332] L. Yang, J. Luo, L. Gao, B. Song, J. Tang, J. Phys. Chem. Lett. 2022, 2022, 4365.",10.1021/acs.jpclett.2c00927,Inorganic Lanthanide Compounds with f–d Transition: From Materials to Electroluminescence Devices,The Journal of Physical Chemistry Letters,2022,13,4365-4373,,60,accepted
333,"[333] T. Harazono, R. Adachi, Y. Shimomura, T. Watanabe, Phys. Chem. Chem. Phys. 2001, 3, 2943.",10.1039/b101813m,Firing temperature dependence of Eu diffusion in Eu-Y2O2S studied by 89Y MAS NMR,Physical Chemistry Chemical Physics,2001,3,2943-2948,,70,accepted
334,"[334] M. Bieza,M. Guzik, E. Tomaszewicz, Y. Guyot, K. Lebbou, G. Boulon, J. Phys. Chem. C 2017, 121, 13303.",10.1021/acs.jpcc.7b00747,Toward Optical Ceramics Based on Yb<sup>3+</sup> Rare Earth Ion-Doped Mixed Molybdato-Tungstates: Part II - Spectroscopic Characterization,The Journal of Physical Chemistry C,2017,121,13303-13313,,70,accepted
335,"[335] J. D. B. Bradley, M. Pollnau, Laser Photonics Rev. 2011, 5, 368.",10.1002/lpor.201000031,Femtosecond laser microstructuring: an enabling tool for optofluidic lab‐on‐chips,Laser &amp; Photonics Reviews,2011,5,442-463,,30,low_confidence
336,"[336] M. Pan, W. M. Liao, S. Y. Yin, S. S. Sun, C. Y. Su, Chem. Rev. 2018, 118, 8889.",10.1021/acs.chemrev.8b00222,Single-Phase White-Light-Emitting and Photoluminescent Color-Tuning Coordination Assemblies,Chemical Reviews,2018,118,8889-8935,,70,accepted
337,"[337] S. SeethaLekshmi, A. R. Ramya,M. L. P. Reddy, S. Varughese, J. Photochem. Photobiol. C Photochem. Rev. 2017, 33, 109.",10.1016/j.jphotochemrev.2017.11.001,Lanthanide complex-derived white-light emitting solids: A survey on design strategies,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,2017,33,109-131,,70,accepted
